item_id,order_id,product_name,category,quantity,price_per_unit
1288,830,Mobile,Electronics,1,32950.63
1289,1207,Smartwatch,Electronics,1,23397.92
1290,1470,VR Headset,Electronics,3,27537.31
1291,2840,Tablet,Electronics,1,42135.62
1292,365,Backpack,Electronics,1,36633.81
1293,2044,Hard Disk,Electronics,1,48094.63
1294,813,Keyboard,Electronics,2,48293.3
1295,4993,Speaker,Electronics,2,39646.56
1296,968,Mobile,Electronics,3,21244.05
1297,4330,SSD,Electronics,3,1098.23
1298,1521,VR Headset,Electronics,3,25177.91
1299,1997,Hard Disk,Electronics,3,14666.4
1300,2866,Tablet,Electronics,1,18205.78
1301,4162,Keyboard,Electronics,1,3284.15
1302,3774,Charger,Electronics,1,9840.75
1303,1523,Tablet,Electronics,3,451.32
1304,2378,AirPods,Electronics,3,32070.38
1305,3907,AirPods,Electronics,2,30520.22
1306,3435,Power Bank,Electronics,1,6068.02
1307,2931,SSD,Electronics,3,4976.01
1308,1431,Hard Disk,Electronics,3,14571.32
1309,2204,Mic,Electronics,2,37086.69
1310,399,Mic,Electronics,1,23775.89
1311,3764,Mobile,Electronics,3,33239.35
1312,3682,Mouse,Electronics,3,35501.35
1313,259,Hard Disk,Electronics,1,44247.14
1314,4424,Camera,Electronics,1,8537.73
1315,108,Keyboard,Electronics,3,55466.02
1316,2675,Smartwatch,Electronics,3,52450.05
1317,3940,Mic,Electronics,3,9149.61
1318,4076,Keyboard,Electronics,1,28420.17
1319,2484,Hard Disk,Electronics,3,33759.65
1320,883,SSD,Electronics,1,11245.15
1321,4945,Power Bank,Electronics,1,34771.42
1322,3957,Tablet,Electronics,2,53368.94
1323,4463,Power Bank,Electronics,1,9163.63
1324,2492,Charger,Electronics,3,27910.64
1325,4016,AirPods,Electronics,3,16096.17
1326,4606,VR Headset,Electronics,1,20869.85
1327,4349,Mouse,Electronics,2,9636.49
1328,1910,Laptop,Electronics,1,44592.59
1329,4796,VR Headset,Electronics,2,33427.3
1330,2920,Speaker,Electronics,2,26367.48
1331,189,Speaker,Electronics,3,17867.7
1332,3355,Router,Electronics,3,8611.37
1333,4262,Headphones,Electronics,2,28907.22
1334,1847,Backpack,Electronics,2,25139.92
1335,4441,VR Headset,Electronics,2,20632.71
1336,399,Monitor,Electronics,3,17167.57
1337,3504,VR Headset,Electronics,2,10681.42
1338,101,Hard Disk,Electronics,1,32473.66
1339,427,Camera,Electronics,3,36050.14
1340,961,Laptop,Electronics,1,50536.89
1341,2099,VR Headset,Electronics,2,30762.3
1342,1871,AirPods,Electronics,3,36928.1
1343,4556,Smartwatch,Electronics,3,32616.65
1344,4649,Headphones,Electronics,1,32191.28
1345,633,Mobile,Electronics,3,36503.81
1346,1349,Mouse,Electronics,3,8605.65
1347,3521,Router,Electronics,3,3209.64
1348,4005,Speaker,Electronics,1,45766.51
1349,4596,AirPods,Electronics,3,12832.09
1350,818,Mouse,Electronics,3,32626.33
1351,3308,Power Bank,Electronics,2,1314.46
1352,149,Monitor,Electronics,3,53020.11
1353,1616,Mic,Electronics,2,39793.53
1354,3377,Mouse,Electronics,3,6235.12
1355,3097,Tablet,Electronics,1,34842.61
1356,1909,Mobile,Electronics,1,16963.89
1357,4805,Laptop,Electronics,1,16029.76
1358,1942,Monitor,Electronics,1,3107.07
1359,3980,Charger,Electronics,1,20012.37
1360,4138,Smartwatch,Electronics,1,20158.2
1361,331,Backpack,Electronics,3,55305.61
1362,3747,Speaker,Electronics,2,4024.63
1363,140,Power Bank,Electronics,1,28379.24
1364,2302,Camera,Electronics,3,5891.23
1365,4463,AirPods,Electronics,1,43978.1
1366,523,Mouse,Electronics,2,6281.96
1367,1477,SSD,Electronics,3,4478.28
1368,2669,Power Bank,Electronics,3,42167.62
1369,1157,Charger,Electronics,1,53691.24
1370,1075,AirPods,Electronics,1,10353.48
1371,884,Router,Electronics,1,54297.4
1372,2911,TV,Electronics,2,51115.15
1373,4042,Charger,Electronics,2,35680.15
1374,4746,Camera,Electronics,1,33668.12
1375,2899,Router,Electronics,1,36279.61
1376,647,Keyboard,Electronics,2,40332.21
1377,3464,Smartwatch,Electronics,2,44290.65
1378,483,Router,Electronics,1,29058.54
1379,220,Router,Electronics,3,28715.03
1380,2656,Charger,Electronics,1,18327.96
1381,781,Monitor,Electronics,1,21513.41
1382,3767,Charger,Electronics,2,22663.77
1383,1940,Keyboard,Electronics,2,36936.77
1384,501,Mouse,Electronics,2,12367.06
1385,3903,VR Headset,Electronics,2,43324.83
1386,3406,Backpack,Electronics,2,30100.02
1387,4354,SSD,Electronics,3,5839.78
1388,1067,Headphones,Electronics,1,28882.09
1389,1647,Mobile,Electronics,2,30132.13
1390,4598,SSD,Electronics,2,17638.83
1391,608,Smartwatch,Electronics,2,51217.61
1392,4171,Mobile,Electronics,3,21124.01
1393,3811,Mic,Electronics,3,2453.47
1394,4766,Laptop,Electronics,2,42774.74
1395,3130,VR Headset,Electronics,3,36379.25
1396,3196,SSD,Electronics,2,40376.11
1397,1143,SSD,Electronics,1,2494.18
1398,2776,Backpack,Electronics,2,10967.02
1399,856,TV,Electronics,2,20978.75
1400,1738,Camera,Electronics,3,20494.18
1401,2677,SSD,Electronics,2,6127.57
1402,817,Charger,Electronics,1,52692.11
1403,732,Speaker,Electronics,1,625.84
1404,2152,Backpack,Electronics,3,5392.09
1405,3962,Keyboard,Electronics,3,14232.65
1406,537,Mouse,Electronics,3,39218.39
1407,1913,Mouse,Electronics,1,25315.77
1408,1832,Headphones,Electronics,1,28911.65
1409,1973,Mic,Electronics,3,16158.25
1410,3051,Backpack,Electronics,1,14000.67
1411,614,Camera,Electronics,1,49107.21
1412,2542,Speaker,Electronics,3,36082.91
1413,3698,Keyboard,Electronics,2,19686.75
1414,172,Laptop,Electronics,1,2800.64
1415,4893,Camera,Electronics,2,25282.52
1416,1942,Charger,Electronics,1,19326.32
1417,740,Headphones,Electronics,1,27336.63
1418,1783,Keyboard,Electronics,2,50086.23
1419,3104,TV,Electronics,3,30479.79
1420,774,Camera,Electronics,3,19802.43
1421,14,Hard Disk,Electronics,2,54719.8
1422,1831,VR Headset,Electronics,2,14270.56
1423,2116,Laptop,Electronics,1,50229.79
1424,2484,Mic,Electronics,3,4720.06
1425,341,Camera,Electronics,1,32062.05
1426,1909,Camera,Electronics,3,16093.23
1427,488,Mobile,Electronics,3,22245.99
1428,200,Power Bank,Electronics,3,20828.82
1429,3256,Mobile,Electronics,1,9492.24
1430,3465,Camera,Electronics,3,55051.32
1431,1978,Backpack,Electronics,1,7323.5
1432,1441,Keyboard,Electronics,2,45105.65
1433,4597,TV,Electronics,2,7193.7
1434,3026,AirPods,Electronics,2,4304.36
1435,4642,Mic,Electronics,3,7687.64
1436,2009,Smartwatch,Electronics,2,50353.54
1437,4325,AirPods,Electronics,1,35108.56
1438,1219,Camera,Electronics,1,23281.21
1439,4379,Charger,Electronics,2,52313.21
1440,2123,Headphones,Electronics,2,6022.16
1441,898,Backpack,Electronics,3,51442.39
1442,2200,Headphones,Electronics,2,35352.08
1443,4443,Headphones,Electronics,3,50562.47
1444,4744,Smartwatch,Electronics,2,27473.82
1445,1170,Tablet,Electronics,1,39729.52
1446,2359,Backpack,Electronics,1,2703.43
1447,1432,Router,Electronics,1,15643.33
1448,1872,Power Bank,Electronics,1,45928.72
1449,1307,Laptop,Electronics,3,12453.62
1450,475,SSD,Electronics,3,19460.8
1451,2562,Tablet,Electronics,1,42612.89
1452,781,Charger,Electronics,2,32511.34
1453,191,Mic,Electronics,3,4524.43
1454,35,Monitor,Electronics,2,28760.82
1455,3848,Charger,Electronics,2,16558.39
1456,4650,Backpack,Electronics,1,51796.46
1457,2759,Mic,Electronics,2,27360.31
1458,2746,Tablet,Electronics,3,38139.59
1459,3397,Smartwatch,Electronics,1,1819.81
1460,3845,AirPods,Electronics,3,50326.57
1461,2044,SSD,Electronics,3,36654.5
1462,1857,SSD,Electronics,3,39362.81
1463,290,Tablet,Electronics,2,16254.56
1464,3326,Hard Disk,Electronics,3,38530.29
1465,1256,Keyboard,Electronics,2,21315.27
1466,3802,Speaker,Electronics,2,37513.51
1467,4345,Mobile,Electronics,2,33971.62
1468,628,Mic,Electronics,1,14689.8
1469,1206,Tablet,Electronics,1,5138.07
1470,1760,Tablet,Electronics,1,54522.04
1471,1146,Camera,Electronics,1,59498.88
1472,1181,VR Headset,Electronics,1,9921.15
1473,4721,Monitor,Electronics,1,35279.81
1474,1777,Smartwatch,Electronics,3,43361.39
1475,4231,VR Headset,Electronics,2,35234.52
1476,979,Mouse,Electronics,1,48107.43
1477,1809,Mobile,Electronics,3,3452.6
1478,621,Smartwatch,Electronics,2,38028.98
1479,1991,Headphones,Electronics,2,7964.2
1480,3784,Laptop,Electronics,2,37899.55
1481,4839,Keyboard,Electronics,1,48257.46
1482,293,Mouse,Electronics,1,7820.69
1483,469,Camera,Electronics,1,26413.78
1484,4918,Keyboard,Electronics,1,1675.43
1485,494,Speaker,Electronics,1,53683.58
1486,1762,Headphones,Electronics,1,37746.96
1487,3007,Monitor,Electronics,2,13097.47
1488,1179,Mouse,Electronics,2,36112.41
1489,1357,SSD,Electronics,3,51339.08
1490,57,Charger,Electronics,2,26117.66
1491,649,Charger,Electronics,2,39846.78
1492,3697,AirPods,Electronics,3,20755.45
1493,3076,Monitor,Electronics,2,34550.49
1494,2769,VR Headset,Electronics,3,9741.48
1495,2134,Hard Disk,Electronics,3,11577.81
1496,4952,Camera,Electronics,3,59804.63
1497,1497,Charger,Electronics,2,36951.82
1498,2157,Mouse,Electronics,3,33142.8
1499,1302,Monitor,Electronics,1,57023.49
1500,1960,Monitor,Electronics,1,24103.48
1501,2291,Backpack,Electronics,3,47738.67
1502,2455,AirPods,Electronics,1,51967.91
1503,2240,Router,Electronics,1,6298.7
1504,1669,Router,Electronics,2,15037.57
1505,3719,VR Headset,Electronics,1,40105.29
1506,4735,AirPods,Electronics,2,9948.38
1507,1653,Speaker,Electronics,2,18846.54
1508,455,Smartwatch,Electronics,2,44774.84
1509,1767,Keyboard,Electronics,1,37583.4
1510,4810,Laptop,Electronics,1,23580.47
1511,2010,Laptop,Electronics,3,14023.94
1512,3304,Headphones,Electronics,1,9523.33
1513,2557,Mobile,Electronics,3,10522.32
1514,2751,Charger,Electronics,1,54971.21
1515,2704,Power Bank,Electronics,1,39779.53
1516,3198,AirPods,Electronics,2,11234.69
1517,1176,Router,Electronics,2,31933.24
1518,1400,TV,Electronics,3,20404.75
1519,2103,AirPods,Electronics,1,43044.03
1520,3289,TV,Electronics,2,43410.67
1521,3479,Backpack,Electronics,1,47516.93
1522,891,Hard Disk,Electronics,3,17950.6
1523,2384,Mic,Electronics,3,57262.12
1524,1580,Tablet,Electronics,1,42122.52
1525,3559,VR Headset,Electronics,1,7063.75
1526,120,SSD,Electronics,1,25323.63
1527,3710,AirPods,Electronics,2,35806.73
1528,934,SSD,Electronics,1,8478.05
1529,4931,Speaker,Electronics,2,28308.88
1530,1232,AirPods,Electronics,1,47845.06
1531,3111,Mouse,Electronics,2,21182.4
1532,166,Camera,Electronics,3,34851.27
1533,117,Mic,Electronics,1,13166.29
1534,3520,Laptop,Electronics,3,39961.46
1535,2610,SSD,Electronics,2,8509.9
1536,4365,Smartwatch,Electronics,2,17894.71
1537,457,Hard Disk,Electronics,3,46459.55
1538,21,Power Bank,Electronics,2,42981.48
1539,3171,SSD,Electronics,2,22809.59
1540,2135,Smartwatch,Electronics,2,18634.11
1541,3022,Mobile,Electronics,1,23032.12
1542,4147,Speaker,Electronics,2,28549.71
1543,4616,Hard Disk,Electronics,1,36627.26
1544,3328,SSD,Electronics,3,15895.39
1545,2456,Power Bank,Electronics,2,4044.09
1546,2946,Mic,Electronics,2,35194.73
1547,4043,Camera,Electronics,2,44322.72
1548,4105,VR Headset,Electronics,1,59398.0
1549,3607,Mobile,Electronics,1,28475.89
1550,4399,Headphones,Electronics,3,48298.79
1551,4728,Tablet,Electronics,3,42487.75
1552,2167,Mouse,Electronics,2,4949.52
1553,2026,Keyboard,Electronics,3,1538.08
1554,457,Tablet,Electronics,2,58603.67
1555,3322,TV,Electronics,2,48678.09
1556,2826,Mic,Electronics,1,51048.27
1557,2282,Mouse,Electronics,2,14013.44
1558,4537,Keyboard,Electronics,2,38449.65
1559,2116,Tablet,Electronics,3,21177.96
1560,2256,Camera,Electronics,1,19565.33
1561,2507,TV,Electronics,1,11279.16
1562,2673,TV,Electronics,2,54233.38
1563,1017,VR Headset,Electronics,2,29794.04
1564,3167,Speaker,Electronics,2,7808.28
1565,2925,Router,Electronics,2,32952.78
1566,2301,TV,Electronics,1,3447.18
1567,2543,Router,Electronics,3,11528.57
1568,2465,Tablet,Electronics,1,39837.16
1569,3223,SSD,Electronics,2,39553.89
1570,1629,TV,Electronics,1,32350.69
1571,2984,Hard Disk,Electronics,1,46127.51
1572,4537,Power Bank,Electronics,2,38759.69
1573,2108,Monitor,Electronics,1,37223.21
1574,4684,VR Headset,Electronics,2,7427.7
1575,1123,VR Headset,Electronics,2,13464.1
1576,3658,Laptop,Electronics,1,47741.13
1577,4411,AirPods,Electronics,2,45996.84
1578,3592,Tablet,Electronics,1,27757.32
1579,4233,Headphones,Electronics,3,20785.01
1580,1008,Monitor,Electronics,2,23948.39
1581,4855,AirPods,Electronics,1,5171.6
1582,3966,Keyboard,Electronics,2,30573.18
1583,2688,Mobile,Electronics,1,2547.94
1584,4268,Mobile,Electronics,2,50561.34
1585,1895,Mouse,Electronics,3,31634.26
1586,430,Power Bank,Electronics,2,4374.93
1587,3433,Keyboard,Electronics,1,52232.63
1588,3901,Tablet,Electronics,3,59454.52
1589,4400,Camera,Electronics,2,39365.23
1590,4460,Laptop,Electronics,3,57407.4
1591,4142,Power Bank,Electronics,1,38038.49
1592,4440,Smartwatch,Electronics,1,46900.49
1593,137,Mobile,Electronics,1,27896.35
1594,3110,VR Headset,Electronics,3,38538.07
1595,435,SSD,Electronics,2,34241.3
1596,2429,Hard Disk,Electronics,1,23852.38
1597,853,Backpack,Electronics,1,40830.62
1598,2866,Tablet,Electronics,2,34909.67
1599,1367,AirPods,Electronics,3,49602.19
1600,2974,Router,Electronics,2,40251.14
1601,4889,Mouse,Electronics,2,25537.17
1602,384,TV,Electronics,3,8165.04
1603,617,SSD,Electronics,3,39045.93
1604,3823,Smartwatch,Electronics,1,56254.44
1605,3383,AirPods,Electronics,2,3810.55
1606,486,Router,Electronics,3,41173.16
1607,1360,Hard Disk,Electronics,1,35546.34
1608,1702,Monitor,Electronics,2,40207.29
1609,1988,Charger,Electronics,1,19502.92
1610,3103,Backpack,Electronics,2,5711.24
1611,1453,Tablet,Electronics,2,34545.59
1612,157,Smartwatch,Electronics,3,34123.23
1613,2072,Speaker,Electronics,2,17443.8
1614,2402,Tablet,Electronics,2,40278.83
1615,3542,Hard Disk,Electronics,3,21206.94
1616,355,Tablet,Electronics,1,42365.86
1617,2427,VR Headset,Electronics,3,15871.07
1618,3092,SSD,Electronics,3,6360.22
1619,2964,Router,Electronics,1,42051.47
1620,1724,Smartwatch,Electronics,3,31563.12
1621,4371,Smartwatch,Electronics,1,13400.66
1622,2662,Laptop,Electronics,3,11255.1
1623,426,Keyboard,Electronics,3,51787.92
1624,3659,Hard Disk,Electronics,2,34795.51
1625,3465,Backpack,Electronics,1,4157.67
1626,4795,Router,Electronics,1,7296.47
1627,2029,Mouse,Electronics,3,54192.03
1628,60,Camera,Electronics,3,5531.42
1629,472,Power Bank,Electronics,1,10645.78
1630,139,VR Headset,Electronics,3,1527.12
1631,3737,Mouse,Electronics,1,25408.11
1632,653,Laptop,Electronics,2,1730.1
1633,4246,Mic,Electronics,1,7305.63
1634,2827,Monitor,Electronics,2,34931.79
1635,730,Tablet,Electronics,3,56050.48
1636,1516,Power Bank,Electronics,2,23627.92
1637,2172,Mouse,Electronics,3,16337.36
1638,4134,Hard Disk,Electronics,3,15669.96
1639,4782,VR Headset,Electronics,3,34124.81
1640,2207,Mobile,Electronics,1,27242.41
1641,1891,Smartwatch,Electronics,3,37711.63
1642,699,Hard Disk,Electronics,2,41233.47
1643,4467,Headphones,Electronics,3,24848.46
1644,3144,Tablet,Electronics,1,35893.92
1645,2908,TV,Electronics,2,36920.47
1646,2056,Camera,Electronics,2,57167.49
1647,4418,Speaker,Electronics,3,38650.54
1648,2146,Hard Disk,Electronics,2,14542.89
1649,3707,Laptop,Electronics,2,37689.61
1650,3867,Mobile,Electronics,2,16630.73
1651,119,Backpack,Electronics,2,38840.41
1652,709,Mic,Electronics,2,5135.45
1653,19,TV,Electronics,2,21368.99
1654,1069,Laptop,Electronics,1,24301.47
1655,1779,Power Bank,Electronics,2,34599.84
1656,2948,Keyboard,Electronics,2,5589.52
1657,624,Router,Electronics,1,22748.13
1658,1204,Router,Electronics,3,51163.49
1659,3901,Mic,Electronics,2,12999.05
1660,665,Speaker,Electronics,1,30982.67
1661,1439,Backpack,Electronics,2,2235.26
1662,1279,Mobile,Electronics,2,56873.93
1663,1651,Camera,Electronics,3,41912.39
1664,1714,Speaker,Electronics,3,28888.99
1665,2835,Mouse,Electronics,3,51482.41
1666,2831,Mic,Electronics,2,19157.54
1667,526,Speaker,Electronics,1,49775.83
1668,3045,Mobile,Electronics,1,27865.56
1669,1022,Power Bank,Electronics,2,42966.49
1670,2904,Laptop,Electronics,1,48160.12
1671,3475,Router,Electronics,1,14324.46
1672,2742,Mobile,Electronics,1,54980.53
1673,2570,Mic,Electronics,2,55907.3
1674,1557,Camera,Electronics,2,31568.4
1675,747,Headphones,Electronics,1,30666.06
1676,3549,SSD,Electronics,1,46830.6
1677,4585,Router,Electronics,1,18834.69
1678,1606,Hard Disk,Electronics,2,33372.08
1679,3374,Router,Electronics,1,30465.5
1680,3691,SSD,Electronics,3,13654.9
1681,2730,Power Bank,Electronics,1,18634.24
1682,1461,Power Bank,Electronics,1,45842.78
1683,869,TV,Electronics,2,10343.22
1684,1119,Laptop,Electronics,1,37243.36
1685,3930,TV,Electronics,1,6427.13
1686,2204,Mobile,Electronics,2,34148.73
1687,356,Mic,Electronics,3,16278.22
1688,3184,Mobile,Electronics,3,56404.97
1689,2221,Tablet,Electronics,3,29841.25
1690,4000,Camera,Electronics,1,43660.99
1691,2212,Laptop,Electronics,1,53867.64
1692,2723,Charger,Electronics,3,15002.02
1693,1697,SSD,Electronics,2,42513.66
1694,4450,TV,Electronics,2,5869.09
1695,4620,VR Headset,Electronics,1,8919.39
1696,1146,Power Bank,Electronics,3,24007.58
1697,611,VR Headset,Electronics,1,30854.07
1698,734,Smartwatch,Electronics,2,5119.77
1699,3567,Backpack,Electronics,2,917.17
1700,4024,Camera,Electronics,1,11481.18
1701,802,Tablet,Electronics,3,16969.25
1702,1438,Mobile,Electronics,3,42296.61
1703,3976,AirPods,Electronics,2,3206.25
1704,4689,VR Headset,Electronics,2,540.55
1705,4032,Headphones,Electronics,3,33368.93
1706,1490,Charger,Electronics,2,52157.5
1707,1785,Speaker,Electronics,3,34312.02
1708,1321,Smartwatch,Electronics,3,24320.74
1709,2367,Hard Disk,Electronics,3,35262.55
1710,2086,Charger,Electronics,1,17564.96
1711,598,Charger,Electronics,3,6341.6
1712,114,Monitor,Electronics,1,20906.14
1713,3923,Smartwatch,Electronics,1,14786.48
1714,98,Headphones,Electronics,3,5491.67
1715,4428,Headphones,Electronics,2,20786.09
1716,4469,Power Bank,Electronics,3,7216.67
1717,197,AirPods,Electronics,2,18520.87
1718,1781,Router,Electronics,2,51216.39
1719,3721,SSD,Electronics,2,29815.92
1720,2907,Smartwatch,Electronics,2,7852.58
1721,1923,Charger,Electronics,3,20017.68
1722,846,AirPods,Electronics,1,28577.33
1723,1574,Router,Electronics,3,8697.84
1724,2656,Charger,Electronics,3,36060.23
1725,2686,AirPods,Electronics,2,4378.64
1726,4929,Camera,Electronics,1,33667.06
1727,654,VR Headset,Electronics,2,4208.71
1728,1597,Monitor,Electronics,1,30188.44
1729,2468,Mouse,Electronics,1,31826.3
1730,1085,TV,Electronics,1,21515.9
1731,74,Headphones,Electronics,1,9923.46
1732,3247,Laptop,Electronics,1,14844.37
1733,2103,Router,Electronics,1,26040.04
1734,737,Charger,Electronics,2,30068.83
1735,117,VR Headset,Electronics,2,38495.63
1736,4394,Power Bank,Electronics,3,20357.79
1737,4903,Charger,Electronics,1,31586.5
1738,467,TV,Electronics,3,12779.87
1739,4667,Smartwatch,Electronics,2,54500.26
1740,4642,Charger,Electronics,1,24471.66
1741,2665,Hard Disk,Electronics,1,1756.43
1742,3273,Laptop,Electronics,3,26492.21
1743,1652,Monitor,Electronics,3,58800.99
1744,4048,Keyboard,Electronics,2,45237.29
1745,2664,Router,Electronics,2,36023.37
1746,4043,Laptop,Electronics,1,44446.64
1747,2280,Router,Electronics,1,21901.47
1748,953,Tablet,Electronics,3,12265.91
1749,3825,Smartwatch,Electronics,3,42085.52
1750,1634,SSD,Electronics,1,42242.26
1751,4650,Mouse,Electronics,3,51746.32
1752,4312,Mic,Electronics,2,40088.14
1753,2729,TV,Electronics,2,7519.12
1754,2827,Router,Electronics,3,9571.4
1755,2758,VR Headset,Electronics,3,47301.47
1756,2172,Monitor,Electronics,2,11961.94
1757,833,Mic,Electronics,2,4288.97
1758,3724,Router,Electronics,1,8069.59
1759,1015,Router,Electronics,1,44357.96
1760,1567,Mobile,Electronics,1,28622.25
1761,4440,Charger,Electronics,2,42788.74
1762,1869,Camera,Electronics,1,29509.08
1763,4092,Mouse,Electronics,3,53692.78
1764,3384,VR Headset,Electronics,3,54141.73
1765,4319,Speaker,Electronics,3,16059.69
1766,4571,Keyboard,Electronics,2,26584.85
1767,1534,SSD,Electronics,3,14264.4
1768,2239,Backpack,Electronics,3,2462.84
1769,787,Keyboard,Electronics,3,20870.41
1770,24,Hard Disk,Electronics,2,25369.78
1771,3156,Keyboard,Electronics,3,45221.73
1772,4047,TV,Electronics,1,10359.59
1773,3025,SSD,Electronics,2,48533.72
1774,481,VR Headset,Electronics,2,53468.73
1775,4838,Monitor,Electronics,2,30507.62
1776,342,Mouse,Electronics,3,24890.17
1777,1961,Laptop,Electronics,1,27265.26
1778,3487,Mic,Electronics,3,51154.36
1779,1141,Tablet,Electronics,1,14229.9
1780,1881,Laptop,Electronics,3,12288.24
1781,3261,Camera,Electronics,2,41876.83
1782,4627,Charger,Electronics,1,30951.08
1783,3029,Monitor,Electronics,3,45324.89
1784,2796,Router,Electronics,2,41096.58
1785,473,TV,Electronics,2,59566.3
1786,3124,TV,Electronics,3,39949.75
1787,4597,VR Headset,Electronics,2,13064.8
1788,1818,Laptop,Electronics,2,49191.39
1789,873,Monitor,Electronics,1,59232.01
1790,3019,Monitor,Electronics,1,49922.73
1791,4230,Keyboard,Electronics,1,14412.61
1792,2319,Speaker,Electronics,2,39476.92
1793,4423,Mic,Electronics,2,11840.07
1794,3820,TV,Electronics,2,49506.74
1795,1199,Smartwatch,Electronics,2,44571.21
1796,1798,Headphones,Electronics,2,41459.79
1797,3193,Camera,Electronics,1,18884.35
1798,888,Mic,Electronics,1,30875.79
1799,1722,AirPods,Electronics,3,5677.27
1800,4575,Router,Electronics,1,14139.36
1801,2111,Keyboard,Electronics,2,30205.17
1802,2946,Headphones,Electronics,1,3275.14
1803,1145,Hard Disk,Electronics,2,41834.96
1804,1901,Camera,Electronics,2,54419.11
1805,4500,AirPods,Electronics,1,14820.26
1806,3315,Keyboard,Electronics,3,40016.45
1807,439,Monitor,Electronics,1,42189.44
1808,4093,Backpack,Electronics,1,45962.24
1809,4104,Mouse,Electronics,1,48321.55
1810,620,Router,Electronics,2,16160.74
1811,2711,Camera,Electronics,2,55687.39
1812,188,SSD,Electronics,1,1691.97
1813,3210,TV,Electronics,1,41527.58
1814,1946,Mobile,Electronics,1,39385.36
1815,4240,Mobile,Electronics,1,23487.34
1816,4801,AirPods,Electronics,1,14081.56
1817,2725,Tablet,Electronics,1,29777.13
1818,4209,Charger,Electronics,1,54227.4
1819,1353,Headphones,Electronics,3,11256.84
1820,809,Hard Disk,Electronics,2,47632.29
1821,4492,Tablet,Electronics,3,37312.27
1822,1979,VR Headset,Electronics,1,43901.28
1823,1475,Headphones,Electronics,3,34973.06
1824,4247,Headphones,Electronics,1,17691.62
1825,3294,Charger,Electronics,2,50852.75
1826,1012,Charger,Electronics,2,23102.94
1827,3816,VR Headset,Electronics,2,12651.93
1828,2964,AirPods,Electronics,1,58880.86
1829,4143,Mic,Electronics,3,3469.6
1830,4898,SSD,Electronics,1,37197.16
1831,2687,TV,Electronics,3,32396.45
1832,4400,Backpack,Electronics,2,20390.97
1833,3955,Mobile,Electronics,3,34840.83
1834,323,Camera,Electronics,1,24758.64
1835,2625,Hard Disk,Electronics,2,57363.94
1836,3975,AirPods,Electronics,2,14004.93
1837,2570,Mouse,Electronics,1,40496.29
1838,2493,Headphones,Electronics,2,16865.35
1839,674,Smartwatch,Electronics,1,16193.77
1840,3768,Laptop,Electronics,1,46680.31
1841,2048,Tablet,Electronics,2,9130.78
1842,3406,Hard Disk,Electronics,1,16781.77
1843,3333,Laptop,Electronics,2,43393.73
1844,3903,Smartwatch,Electronics,2,48016.03
1845,3343,Mobile,Electronics,1,37718.54
1846,1770,Mouse,Electronics,1,15928.05
1847,246,AirPods,Electronics,2,14194.61
1848,3555,Hard Disk,Electronics,2,41286.8
1849,1622,Router,Electronics,2,46553.59
1850,15,Laptop,Electronics,1,49654.85
1851,3285,Power Bank,Electronics,1,48846.96
1852,4267,Backpack,Electronics,3,30038.56
1853,3492,Tablet,Electronics,3,43605.42
1854,340,Mobile,Electronics,2,17139.08
1855,2917,Mobile,Electronics,3,11422.18
1856,4537,Charger,Electronics,3,17750.25
1857,3001,Monitor,Electronics,3,48528.43
1858,2097,TV,Electronics,1,27305.3
1859,602,SSD,Electronics,3,4548.24
1860,2318,SSD,Electronics,2,47295.96
1861,4446,Keyboard,Electronics,1,54340.64
1862,703,VR Headset,Electronics,1,7792.33
1863,2023,Monitor,Electronics,3,31715.75
1864,3053,Charger,Electronics,2,40026.89
1865,3097,Mobile,Electronics,2,15730.43
1866,2697,TV,Electronics,2,17509.8
1867,730,Camera,Electronics,3,27198.63
1868,4325,Camera,Electronics,2,50493.73
1869,2486,Laptop,Electronics,3,9591.75
1870,1677,Hard Disk,Electronics,1,1051.1
1871,2032,Mouse,Electronics,3,22747.0
1872,478,Mouse,Electronics,2,9958.61
1873,4175,SSD,Electronics,1,51933.52
1874,4579,Headphones,Electronics,2,43205.84
1875,3173,Mouse,Electronics,3,47283.26
1876,2707,Mobile,Electronics,3,16072.72
1877,271,Tablet,Electronics,1,46424.04
1878,4015,AirPods,Electronics,3,55711.41
1879,3263,Camera,Electronics,1,6237.28
1880,1542,Speaker,Electronics,2,26133.75
1881,4548,Hard Disk,Electronics,2,28249.71
1882,4241,Power Bank,Electronics,3,4133.76
1883,4925,Tablet,Electronics,1,9160.13
1884,628,Backpack,Electronics,2,16150.01
1885,3376,Monitor,Electronics,2,8380.62
1886,531,Mobile,Electronics,2,37546.97
1887,2480,Mobile,Electronics,1,30018.83
1888,2316,Charger,Electronics,3,21213.63
1889,1961,Laptop,Electronics,1,42574.78
1890,4344,Keyboard,Electronics,3,33180.94
1891,1354,Charger,Electronics,2,15545.94
1892,188,Headphones,Electronics,1,50544.16
1893,31,Mouse,Electronics,1,252.68
1894,363,Mobile,Electronics,2,30597.1
1895,2536,Mobile,Electronics,1,3251.65
1896,4843,Monitor,Electronics,1,13187.79
1897,4238,Power Bank,Electronics,2,28960.95
1898,4085,Router,Electronics,2,8475.14
1899,3067,Speaker,Electronics,3,48833.24
1900,1265,Monitor,Electronics,1,35622.12
1901,2609,Backpack,Electronics,3,24483.64
1902,659,Hard Disk,Electronics,2,58345.9
