order_id,customer_id,order_date,order_status,payment_method
1289,1557,2024-04-09,Shipped,Net Banking
1290,751,2025-02-06,Delivered,Credit Card
1291,681,2024-12-29,Shipped,Net Banking
1292,232,2023-01-29,Shipped,UPI
1293,805,2023-01-14,Shipped,Wallet
1294,845,2025-05-21,Returned,Net Banking
1295,567,2025-04-26,Delivered,Net Banking
1296,114,2022-07-08,Cancelled,Wallet
1297,338,2025-09-27,Cancelled,Wallet
1298,1091,2024-11-16,Cancelled,Net Banking
1299,830,2025-03-27,Returned,Debit Card
1300,1258,2024-10-07,Cancelled,UPI
1301,1625,2021-12-28,Cancelled,UPI
1302,438,2022-08-23,Shipped,UPI
1303,893,2025-08-17,Shipped,Net Banking
1304,687,2024-10-18,Shipped,Debit Card
1305,1037,2025-03-18,Shipped,Net Banking
1306,305,2025-05-23,Cancelled,Wallet
1307,689,2023-01-09,Cancelled,Debit Card
1308,491,2024-11-10,Returned,Wallet
1309,1707,2025-09-12,Returned,UPI
1310,802,2025-02-24,Cancelled,Net Banking
1311,76,2023-03-16,Returned,Debit Card
1312,1281,2025-09-20,Returned,Debit Card
1313,1310,2024-12-03,Shipped,Debit Card
1314,1621,2025-03-23,Cancelled,UPI
1315,914,2023-10-23,Cancelled,Wallet
1316,1793,2023-07-12,Shipped,Wallet
1317,219,2025-04-26,Delivered,Debit Card
1318,1350,2025-01-20,Returned,Debit Card
1319,1886,2025-04-23,Returned,Debit Card
1320,13,2023-06-19,Shipped,Wallet
1321,1547,2022-03-12,Shipped,Net Banking
1322,320,2025-06-27,Returned,Credit Card
1323,1295,2021-11-10,Returned,Debit Card
1324,1825,2023-08-05,Returned,Wallet
1325,248,2025-11-18,Delivered,Wallet
1326,481,2024-02-22,Shipped,Net Banking
1327,124,2025-02-12,Delivered,UPI
1328,1773,2022-08-08,Returned,Net Banking
1329,1008,2021-08-29,Delivered,Debit Card
1330,1146,2023-02-19,Cancelled,Debit Card
1331,1355,2025-09-26,Delivered,Debit Card
1332,215,2025-08-09,Delivered,Credit Card
1333,197,2024-12-10,Shipped,Wallet
1334,1707,2025-11-19,Cancelled,UPI
1335,1249,2023-08-21,Delivered,Wallet
1336,1457,2021-10-25,Delivered,Net Banking
1337,845,2025-03-07,Returned,Net Banking
1338,1087,2024-06-14,Cancelled,Net Banking
1339,1898,2025-11-05,Returned,Wallet
1340,1290,2025-11-10,Cancelled,Net Banking
1341,336,2024-09-28,Delivered,UPI
1342,1938,2025-09-02,Shipped,UPI
1343,1167,2025-11-11,Delivered,Wallet
1344,667,2024-11-03,Delivered,Credit Card
1345,884,2024-09-21,Shipped,Wallet
1346,747,2025-03-20,Cancelled,Credit Card
1347,1799,2023-06-14,Shipped,Wallet
1348,1980,2022-11-06,Delivered,Credit Card
1349,1592,2024-09-07,Cancelled,Credit Card
1350,1376,2024-03-30,Shipped,Wallet
1351,1144,2024-10-24,Delivered,Credit Card
1352,239,2025-08-19,Shipped,Credit Card
1353,937,2025-02-05,Returned,Wallet
1354,1948,2024-04-09,Returned,Net Banking
1355,280,2025-04-08,Shipped,Credit Card
1356,781,2021-09-29,Cancelled,Wallet
1357,1799,2024-12-10,Delivered,Wallet
1358,1763,2023-05-30,Returned,Wallet
1359,1500,2025-05-23,Delivered,Debit Card
1360,663,2025-04-14,Cancelled,Wallet
1361,734,2024-12-03,Delivered,Debit Card
1362,397,2025-08-27,Delivered,Net Banking
1363,1116,2024-05-01,Shipped,Net Banking
1364,917,2024-12-17,Returned,Credit Card
1365,1732,2025-05-16,Returned,Debit Card
1366,819,2023-09-17,Cancelled,Wallet
1367,1368,2023-12-17,Cancelled,Wallet
1368,1171,2025-10-19,Delivered,Credit Card
1369,1477,2025-07-19,Shipped,Net Banking
1370,19,2024-06-30,Shipped,UPI
1371,639,2024-12-25,Shipped,Wallet
1372,1100,2025-11-19,Shipped,UPI
1373,1474,2023-10-11,Delivered,Net Banking
1374,1795,2024-03-31,Cancelled,Debit Card
1375,1112,2025-10-01,Returned,Wallet
1376,84,2025-04-12,Delivered,Wallet
1377,993,2024-02-19,Delivered,Credit Card
1378,505,2024-04-06,Cancelled,Net Banking
1379,1067,2025-05-26,Returned,UPI
1380,533,2025-05-15,Delivered,Debit Card
1381,816,2023-03-02,Returned,Debit Card
1382,539,2023-01-29,Delivered,Credit Card
1383,685,2024-04-30,Cancelled,Net Banking
1384,394,2025-05-24,Cancelled,Debit Card
1385,1389,2025-10-17,Delivered,Debit Card
1386,549,2023-04-27,Returned,UPI
1387,1768,2025-06-21,Shipped,Debit Card
1388,1808,2024-03-31,Shipped,UPI
1389,677,2023-06-12,Shipped,Debit Card
1390,1565,2025-04-30,Returned,Debit Card
1391,728,2025-06-09,Returned,Wallet
1392,1341,2025-04-06,Shipped,Net Banking
1393,751,2025-03-19,Delivered,Wallet
1394,1762,2024-05-10,Shipped,Net Banking
1395,1600,2023-06-02,Shipped,Credit Card
1396,286,2024-03-31,Delivered,Wallet
1397,202,2023-08-25,Returned,Debit Card
1398,936,2024-02-21,Delivered,Wallet
1399,737,2025-07-09,Returned,UPI
1400,1934,2023-07-26,Cancelled,Wallet
1401,1367,2025-08-05,Returned,Net Banking
1402,1212,2023-07-08,Shipped,Debit Card
1403,1795,2024-04-22,Shipped,Net Banking
1404,1598,2025-03-12,Delivered,UPI
1405,1443,2025-09-26,Returned,UPI
1406,1148,2025-10-17,Cancelled,Credit Card
1407,821,2025-08-03,Shipped,Debit Card
1408,1108,2024-09-02,Shipped,Net Banking
1409,233,2022-11-03,Returned,Debit Card
1410,990,2025-02-03,Delivered,Wallet
1411,1143,2024-12-28,Cancelled,Net Banking
1412,992,2024-06-10,Shipped,Debit Card
1413,680,2022-11-12,Cancelled,Wallet
1414,1414,2024-01-07,Delivered,Net Banking
1415,686,2023-01-02,Returned,Credit Card
1416,1727,2024-03-18,Cancelled,Net Banking
1417,1973,2023-04-18,Delivered,Wallet
1418,201,2022-07-10,Cancelled,Credit Card
1419,116,2024-06-29,Cancelled,Debit Card
1420,389,2024-04-12,Returned,Debit Card
1421,3,2025-05-20,Shipped,Net Banking
1422,1171,2025-09-19,Delivered,Net Banking
1423,1754,2022-08-22,Delivered,UPI
1424,1604,2025-01-28,Shipped,Wallet
1425,872,2025-05-07,Cancelled,Credit Card
1426,639,2025-08-24,Cancelled,Credit Card
1427,1983,2022-06-16,Returned,UPI
1428,1921,2025-01-10,Shipped,Credit Card
1429,1346,2025-06-16,Cancelled,UPI
1430,1328,2023-03-11,Returned,Credit Card
1431,1589,2024-06-01,Delivered,Wallet
1432,897,2025-07-29,Delivered,Net Banking
1433,478,2025-01-22,Delivered,Debit Card
1434,402,2025-08-06,Cancelled,Net Banking
1435,1710,2024-11-05,Shipped,UPI
1436,1510,2023-03-30,Cancelled,Credit Card
1437,1218,2024-02-21,Returned,Debit Card
1438,962,2024-01-17,Returned,Credit Card
1439,88,2023-11-27,Delivered,Debit Card
1440,1222,2025-10-28,Returned,Credit Card
1441,1819,2024-06-12,Returned,Credit Card
1442,1695,2024-10-10,Shipped,Credit Card
1443,1126,2024-12-29,Returned,UPI
1444,1582,2025-11-17,Delivered,Wallet
1445,1554,2025-10-31,Shipped,Wallet
1446,382,2024-10-12,Delivered,Net Banking
1447,1664,2023-10-30,Returned,Credit Card
1448,1299,2025-08-15,Shipped,Net Banking
1449,1452,2025-01-03,Cancelled,Wallet
1450,137,2023-07-31,Cancelled,Net Banking
1451,1372,2025-05-03,Delivered,Debit Card
1452,510,2025-03-23,Shipped,Wallet
1453,1400,2025-11-05,Shipped,Debit Card
1454,1982,2025-08-02,Shipped,Credit Card
1455,1192,2025-07-03,Delivered,Net Banking
1456,795,2025-07-29,Cancelled,Credit Card
1457,1433,2022-07-21,Delivered,Wallet
1458,1257,2024-06-04,Delivered,Wallet
1459,258,2025-06-28,Shipped,Net Banking
1460,1090,2025-10-25,Delivered,UPI
1461,532,2024-03-24,Delivered,UPI
1462,1219,2024-03-21,Delivered,Debit Card
1463,782,2023-02-10,Returned,Wallet
1464,1573,2024-06-20,Cancelled,Wallet
1465,467,2025-06-20,Cancelled,UPI
1466,53,2024-01-08,Returned,Net Banking
1467,1710,2025-01-30,Returned,Credit Card
1468,732,2025-09-22,Cancelled,Debit Card
1469,993,2024-08-19,Shipped,Net Banking
1470,1242,2024-08-18,Returned,Net Banking
1471,859,2024-11-15,Cancelled,Wallet
1472,228,2025-09-17,Shipped,Wallet
1473,1047,2023-12-29,Returned,Credit Card
1474,852,2025-01-15,Cancelled,Wallet
1475,49,2025-09-01,Shipped,Debit Card
1476,100,2025-04-23,Shipped,Debit Card
1477,1530,2024-09-10,Delivered,UPI
1478,1154,2025-09-29,Delivered,Credit Card
1479,1886,2025-08-25,Returned,Net Banking
1480,477,2025-02-26,Shipped,Credit Card
1481,146,2025-10-03,Delivered,Debit Card
1482,1065,2025-08-18,Cancelled,Net Banking
1483,1450,2023-10-14,Delivered,Wallet
1484,1817,2023-01-12,Returned,Credit Card
1485,616,2023-09-08,Delivered,Wallet
1486,552,2025-08-24,Shipped,Debit Card
1487,148,2022-11-12,Returned,Debit Card
1488,565,2025-05-24,Returned,Net Banking
1489,1572,2024-10-07,Cancelled,Credit Card
1490,1679,2025-07-23,Cancelled,Net Banking
1491,359,2023-05-07,Returned,Credit Card
1492,1407,2023-10-31,Shipped,UPI
1493,389,2025-02-19,Cancelled,Credit Card
1494,592,2024-05-10,Cancelled,UPI
1495,1160,2022-10-29,Returned,Credit Card
1496,436,2023-05-01,Delivered,Debit Card
1497,1775,2025-11-06,Cancelled,Debit Card
1498,1653,2025-10-31,Returned,Net Banking
1499,1435,2025-03-06,Cancelled,UPI
1500,213,2025-10-09,Shipped,UPI
1501,1240,2023-07-17,Cancelled,UPI
1502,654,2025-01-12,Cancelled,Debit Card
1503,989,2024-03-02,Returned,Debit Card
1504,597,2024-11-26,Delivered,UPI
1505,1582,2025-11-08,Cancelled,Net Banking
1506,776,2025-10-31,Shipped,Debit Card
1507,1147,2024-08-13,Shipped,Net Banking
1508,1887,2024-07-16,Returned,Credit Card
1509,317,2024-11-09,Returned,UPI
1510,1603,2024-11-16,Shipped,Net Banking
1511,1118,2022-12-23,Returned,Wallet
1512,81,2025-10-15,Cancelled,UPI
1513,388,2025-11-20,Delivered,Debit Card
1514,406,2024-01-08,Returned,Wallet
1515,1946,2024-12-12,Delivered,Credit Card
1516,1831,2025-09-26,Cancelled,Credit Card
1517,1518,2025-08-02,Shipped,Net Banking
1518,394,2025-05-19,Cancelled,UPI
1519,519,2024-09-26,Cancelled,Net Banking
1520,1561,2024-05-20,Shipped,Debit Card
1521,370,2023-07-29,Returned,UPI
1522,481,2024-04-16,Cancelled,Credit Card
1523,531,2024-01-07,Shipped,Net Banking
1524,113,2025-11-08,Cancelled,Net Banking
1525,1001,2024-07-19,Shipped,Net Banking
1526,679,2025-10-02,Cancelled,Net Banking
1527,1636,2023-08-27,Returned,Net Banking
1528,592,2025-01-17,Shipped,Wallet
1529,272,2022-05-21,Cancelled,Debit Card
1530,1686,2024-12-28,Delivered,Credit Card
1531,488,2023-05-29,Shipped,Net Banking
1532,551,2024-11-21,Shipped,Credit Card
1533,1939,2025-01-21,Shipped,UPI
1534,1602,2025-10-02,Cancelled,Wallet
1535,221,2025-10-28,Returned,Wallet
1536,861,2022-03-18,Cancelled,Net Banking
1537,1143,2025-01-22,Returned,UPI
1538,1453,2023-12-01,Shipped,Wallet
1539,1720,2025-10-02,Cancelled,Net Banking
1540,1951,2024-08-29,Shipped,UPI
1541,1415,2023-08-06,Delivered,Net Banking
1542,1958,2025-11-14,Shipped,UPI
1543,615,2024-07-24,Cancelled,Debit Card
1544,768,2025-01-24,Delivered,Credit Card
1545,110,2022-05-30,Returned,Wallet
1546,233,2022-01-27,Cancelled,Debit Card
1547,1053,2025-10-18,Returned,Net Banking
1548,1441,2025-08-22,Delivered,Net Banking
1549,1085,2025-10-08,Delivered,Debit Card
1550,313,2021-08-26,Returned,Credit Card
1551,527,2024-09-10,Shipped,Wallet
1552,1375,2023-11-11,Shipped,Debit Card
1553,972,2024-06-23,Cancelled,Debit Card
1554,562,2024-04-26,Shipped,Net Banking
1555,651,2024-07-19,Returned,Debit Card
1556,215,2025-07-08,Delivered,UPI
1557,1936,2024-11-26,Returned,UPI
1558,352,2025-11-19,Cancelled,Net Banking
1559,1352,2024-09-01,Shipped,Debit Card
1560,156,2025-11-15,Cancelled,Wallet
1561,1294,2024-10-27,Shipped,Net Banking
1562,792,2021-05-31,Delivered,Credit Card
1563,1663,2025-07-20,Shipped,Net Banking
1564,7,2025-08-28,Cancelled,Net Banking
1565,314,2024-10-13,Shipped,Debit Card
1566,1803,2025-08-28,Delivered,Debit Card
1567,214,2024-02-19,Returned,Wallet
1568,156,2024-03-20,Shipped,Debit Card
1569,762,2025-11-16,Returned,UPI
1570,999,2025-09-10,Cancelled,Debit Card
1571,523,2024-10-20,Cancelled,Credit Card
1572,236,2024-02-29,Cancelled,UPI
1573,383,2025-06-05,Shipped,Credit Card
1574,427,2024-09-05,Shipped,Credit Card
1575,1591,2025-01-21,Returned,Credit Card
1576,310,2025-01-21,Shipped,UPI
1577,254,2025-07-14,Delivered,Credit Card
1578,800,2025-01-02,Cancelled,Credit Card
1579,305,2025-10-26,Returned,Credit Card
1580,1472,2024-04-04,Delivered,Wallet
1581,1561,2025-02-20,Shipped,Credit Card
1582,330,2025-10-26,Returned,Credit Card
1583,1062,2022-07-01,Delivered,Debit Card
1584,1677,2025-02-10,Delivered,Debit Card
1585,829,2025-11-11,Shipped,Wallet
1586,1655,2023-08-10,Returned,Wallet
1587,1440,2023-02-07,Shipped,UPI
1588,1111,2021-10-31,Cancelled,Debit Card
1589,1425,2023-11-03,Delivered,UPI
1590,1194,2025-10-29,Delivered,Credit Card
1591,1156,2021-10-14,Returned,Credit Card
1592,1143,2025-05-10,Returned,Net Banking
1593,1168,2025-06-24,Delivered,Credit Card
1594,680,2025-06-27,Cancelled,UPI
1595,1119,2025-05-25,Delivered,Net Banking
1596,467,2025-01-02,Cancelled,Debit Card
1597,678,2024-06-01,Delivered,Net Banking
1598,1514,2025-05-15,Cancelled,Net Banking
1599,220,2025-11-04,Delivered,Net Banking
1600,1074,2023-08-18,Shipped,Net Banking
1601,473,2024-03-28,Delivered,Debit Card
1602,1223,2022-08-06,Shipped,Credit Card
1603,1766,2025-08-31,Shipped,Wallet
1604,1183,2023-11-20,Returned,Credit Card
1605,289,2023-09-28,Delivered,Wallet
1606,394,2025-07-27,Delivered,UPI
1607,683,2025-08-03,Cancelled,Debit Card
1608,596,2023-08-20,Delivered,Wallet
1609,695,2025-01-30,Cancelled,Net Banking
1610,299,2023-08-03,Shipped,Credit Card
1611,1228,2024-12-25,Delivered,UPI
1612,492,2023-09-27,Cancelled,Credit Card
1613,1171,2025-10-08,Cancelled,UPI
1614,1724,2023-07-24,Cancelled,Debit Card
1615,1380,2023-05-24,Cancelled,UPI
1616,1419,2025-05-26,Shipped,Wallet
1617,1274,2025-08-29,Returned,Wallet
1618,207,2024-12-24,Shipped,Wallet
1619,258,2025-04-02,Shipped,UPI
1620,1473,2025-02-24,Cancelled,Credit Card
1621,1907,2024-12-14,Delivered,UPI
1622,1860,2025-07-08,Shipped,Net Banking
1623,1634,2024-09-30,Returned,Wallet
1624,1067,2023-09-02,Delivered,Wallet
1625,770,2023-12-27,Returned,Net Banking
1626,153,2024-01-29,Cancelled,UPI
1627,1922,2023-10-28,Returned,Wallet
1628,164,2024-08-02,Delivered,Net Banking
1629,964,2025-04-23,Cancelled,Debit Card
1630,1482,2025-02-18,Delivered,UPI
1631,1870,2025-05-28,Returned,Debit Card
1632,1158,2025-08-31,Delivered,UPI
1633,110,2022-01-02,Returned,Wallet
1634,1446,2025-03-26,Returned,Credit Card
1635,1159,2025-11-13,Cancelled,Net Banking
1636,160,2024-03-14,Delivered,Credit Card
1637,643,2025-02-19,Delivered,Credit Card
1638,767,2025-10-16,Delivered,Net Banking
1639,540,2025-10-15,Delivered,Net Banking
1640,1752,2024-03-28,Returned,Net Banking
1641,1158,2025-04-11,Delivered,Net Banking
1642,1776,2025-08-09,Returned,UPI
1643,791,2022-05-28,Delivered,Debit Card
1644,819,2023-02-16,Cancelled,Wallet
1645,431,2022-03-18,Cancelled,Net Banking
1646,1777,2025-10-12,Returned,UPI
1647,862,2025-09-13,Delivered,Credit Card
1648,500,2024-08-09,Returned,UPI
1649,1946,2024-11-13,Cancelled,Net Banking
1650,423,2024-09-28,Cancelled,Net Banking
1651,1499,2024-02-08,Cancelled,Debit Card
1652,1167,2025-05-18,Cancelled,Credit Card
1653,111,2025-11-13,Delivered,UPI
1654,1612,2025-06-03,Delivered,Wallet
1655,795,2023-11-29,Delivered,Debit Card
1656,631,2021-11-30,Cancelled,UPI
1657,1636,2024-09-14,Delivered,Wallet
1658,1854,2025-05-30,Delivered,Debit Card
1659,74,2024-12-20,Cancelled,UPI
1660,669,2025-07-15,Shipped,UPI
1661,1327,2024-11-17,Delivered,Credit Card
1662,1832,2025-04-21,Delivered,Wallet
1663,1472,2025-01-15,Delivered,Credit Card
1664,1933,2025-09-10,Cancelled,UPI
1665,822,2022-12-12,Delivered,Debit Card
1666,1352,2025-02-03,Delivered,Net Banking
1667,1427,2025-10-20,Cancelled,Credit Card
1668,105,2023-06-27,Returned,Credit Card
1669,1669,2023-05-13,Returned,UPI
1670,1059,2022-08-26,Delivered,Net Banking
1671,1109,2025-11-08,Delivered,UPI
1672,1504,2025-04-16,Shipped,Wallet
1673,832,2024-10-03,Shipped,UPI
1674,1664,2023-07-02,Returned,Net Banking
1675,1481,2023-02-01,Shipped,Net Banking
1676,640,2025-10-23,Delivered,Credit Card
1677,262,2022-10-21,Shipped,Debit Card
1678,136,2024-09-08,Shipped,Wallet
1679,428,2025-09-12,Shipped,Credit Card
1680,1525,2025-09-01,Returned,UPI
1681,1116,2025-06-26,Cancelled,Credit Card
1682,958,2025-10-05,Cancelled,UPI
1683,905,2024-05-17,Returned,Wallet
1684,822,2021-12-08,Cancelled,Net Banking
1685,931,2025-08-12,Cancelled,Credit Card
1686,1336,2024-05-22,Shipped,Net Banking
1687,1244,2023-07-28,Delivered,Wallet
1688,192,2024-01-14,Shipped,Debit Card
1689,1413,2024-02-05,Delivered,Credit Card
1690,78,2025-03-29,Cancelled,Debit Card
1691,1739,2023-11-07,Cancelled,Debit Card
1692,1085,2024-02-06,Returned,Credit Card
1693,500,2025-05-06,Returned,Debit Card
1694,158,2021-06-16,Cancelled,Debit Card
1695,610,2023-02-01,Returned,Net Banking
1696,1023,2023-07-29,Returned,Wallet
1697,1973,2025-01-31,Delivered,Net Banking
1698,19,2024-06-05,Delivered,Net Banking
1699,1980,2024-12-31,Returned,Net Banking
1700,557,2024-02-16,Delivered,Credit Card
1701,201,2025-07-20,Returned,UPI
1702,1341,2023-12-29,Cancelled,Net Banking
1703,812,2025-10-31,Shipped,Credit Card
1704,1597,2024-01-24,Cancelled,Credit Card
1705,958,2024-06-11,Delivered,Credit Card
1706,846,2025-09-23,Cancelled,UPI
1707,218,2024-11-10,Cancelled,Credit Card
1708,1892,2025-10-25,Shipped,Debit Card
1709,1682,2025-07-27,Cancelled,Credit Card
1710,388,2025-06-24,Returned,Net Banking
1711,1602,2025-11-02,Delivered,Wallet
1712,1799,2023-06-14,Returned,Net Banking
1713,916,2023-07-02,Returned,Wallet
1714,1152,2024-01-26,Shipped,Net Banking
1715,1283,2025-05-08,Cancelled,UPI
1716,1705,2025-05-05,Cancelled,Wallet
1717,691,2023-01-11,Delivered,Wallet
1718,118,2025-11-06,Delivered,Credit Card
1719,1022,2023-07-01,Delivered,Net Banking
1720,445,2025-11-04,Cancelled,Credit Card
1721,562,2025-06-08,Cancelled,Net Banking
1722,740,2024-08-09,Returned,UPI
1723,641,2025-05-20,Shipped,Wallet
1724,389,2025-08-07,Cancelled,UPI
1725,927,2025-11-12,Returned,Debit Card
1726,903,2025-06-29,Delivered,Debit Card
1727,1497,2023-01-17,Delivered,Credit Card
1728,1639,2025-04-01,Returned,Credit Card
1729,538,2025-01-28,Delivered,Net Banking
1730,853,2025-05-14,Returned,Credit Card
1731,1952,2024-09-26,Cancelled,Wallet
1732,832,2025-10-25,Cancelled,UPI
1733,474,2025-03-08,Shipped,Credit Card
1734,1493,2024-04-15,Cancelled,UPI
1735,1768,2024-12-07,Shipped,Wallet
1736,1570,2025-07-12,Cancelled,Wallet
1737,605,2024-03-24,Returned,UPI
1738,1665,2023-03-21,Cancelled,UPI
1739,1360,2024-04-10,Returned,Credit Card
1740,519,2023-04-09,Shipped,Debit Card
1741,1284,2024-09-29,Cancelled,Debit Card
1742,133,2023-04-06,Cancelled,Wallet
1743,489,2025-11-19,Delivered,Wallet
1744,1175,2025-03-27,Returned,Debit Card
1745,394,2025-08-04,Shipped,Wallet
1746,1614,2025-05-05,Delivered,UPI
1747,164,2025-07-23,Returned,Wallet
1748,1264,2022-01-10,Shipped,Credit Card
1749,1043,2024-03-03,Returned,Credit Card
1750,459,2022-10-17,Shipped,Net Banking
1751,707,2023-12-25,Shipped,Debit Card
1752,128,2021-09-25,Returned,Wallet
1753,463,2021-09-22,Shipped,Net Banking
1754,562,2024-01-30,Returned,Wallet
1755,1782,2025-10-26,Cancelled,Wallet
1756,703,2021-09-10,Returned,UPI
1757,63,2025-06-14,Shipped,UPI
1758,437,2025-08-27,Returned,Wallet
1759,655,2025-07-23,Delivered,Debit Card
1760,465,2025-08-23,Shipped,UPI
1761,1633,2025-04-29,Returned,Wallet
1762,1035,2025-03-15,Delivered,Wallet
1763,1023,2025-09-05,Returned,Wallet
1764,272,2021-10-09,Delivered,Credit Card
1765,1272,2025-09-03,Returned,Credit Card
1766,383,2025-05-26,Delivered,Debit Card
1767,1444,2024-03-30,Returned,Credit Card
1768,923,2025-04-03,Returned,Net Banking
1769,474,2025-07-14,Cancelled,Debit Card
1770,256,2025-04-07,Delivered,Debit Card
1771,1350,2023-12-31,Shipped,Credit Card
1772,1030,2022-07-28,Returned,Debit Card
1773,3,2024-03-16,Delivered,Net Banking
1774,74,2025-10-25,Returned,UPI
1775,1395,2024-03-31,Delivered,Credit Card
1776,241,2025-06-27,Returned,Debit Card
1777,1817,2024-04-18,Returned,Wallet
1778,1861,2023-07-29,Shipped,Wallet
1779,785,2025-09-14,Shipped,Net Banking
1780,229,2024-06-07,Delivered,Credit Card
1781,1910,2022-11-03,Cancelled,UPI
1782,620,2025-03-08,Cancelled,UPI
1783,920,2023-07-03,Returned,Wallet
1784,921,2025-11-08,Cancelled,Wallet
1785,920,2025-03-12,Shipped,UPI
1786,155,2024-07-15,Delivered,Wallet
1787,804,2024-03-31,Delivered,Net Banking
1788,834,2025-04-09,Delivered,UPI
1789,1778,2025-08-13,Shipped,Net Banking
1790,230,2025-06-25,Shipped,Credit Card
1791,1348,2025-07-23,Returned,Net Banking
1792,436,2025-08-04,Cancelled,Net Banking
1793,1519,2025-03-05,Returned,Credit Card
1794,1636,2024-10-19,Shipped,Net Banking
1795,733,2025-07-22,Returned,UPI
1796,1231,2022-02-11,Delivered,Credit Card
1797,1937,2024-08-15,Cancelled,Debit Card
1798,1598,2025-03-25,Delivered,Debit Card
1799,939,2025-11-02,Returned,Wallet
1800,898,2022-12-29,Delivered,Net Banking
1801,1597,2024-12-29,Cancelled,UPI
1802,405,2023-07-16,Shipped,Debit Card
1803,1339,2024-02-15,Returned,UPI
1804,590,2024-02-18,Returned,Debit Card
1805,913,2025-07-03,Cancelled,Wallet
1806,684,2025-11-20,Shipped,Net Banking
1807,1022,2025-04-05,Cancelled,Net Banking
1808,853,2025-07-25,Cancelled,Wallet
1809,71,2025-06-05,Delivered,Debit Card
1810,1355,2025-09-06,Delivered,Wallet
1811,1592,2022-10-18,Returned,Wallet
1812,473,2024-04-23,Delivered,Debit Card
1813,1098,2025-04-10,Shipped,Wallet
1814,1870,2024-10-21,Returned,Wallet
1815,795,2024-10-14,Cancelled,Net Banking
1816,1346,2025-04-18,Cancelled,Debit Card
1817,34,2025-03-11,Returned,Credit Card
1818,1385,2025-05-27,Cancelled,Credit Card
1819,943,2025-07-08,Delivered,UPI
1820,1498,2021-03-01,Returned,Credit Card
1821,1141,2025-09-07,Returned,Wallet
1822,443,2024-09-15,Shipped,UPI
1823,1099,2024-04-03,Delivered,Wallet
1824,546,2024-04-01,Shipped,Debit Card
1825,1221,2025-10-09,Returned,Net Banking
1826,705,2025-01-20,Returned,UPI
1827,1772,2023-09-23,Cancelled,Credit Card
1828,1160,2021-06-21,Returned,Net Banking
1829,912,2025-04-10,Shipped,Wallet
1830,1051,2025-07-03,Returned,UPI
1831,1086,2025-11-17,Delivered,Net Banking
1832,960,2025-09-10,Shipped,Net Banking
1833,1990,2024-01-09,Delivered,Credit Card
1834,1176,2024-03-03,Delivered,UPI
1835,356,2023-02-16,Cancelled,Net Banking
1836,1557,2024-08-11,Returned,UPI
1837,574,2022-09-25,Cancelled,UPI
1838,507,2023-10-11,Returned,Wallet
1839,290,2022-12-06,Returned,Credit Card
1840,1849,2025-01-08,Shipped,Debit Card
1841,827,2022-01-24,Returned,Wallet
1842,972,2024-07-19,Returned,Net Banking
1843,751,2024-11-06,Shipped,Credit Card
1844,455,2025-07-12,Returned,UPI
1845,587,2025-11-04,Returned,Debit Card
1846,1682,2024-11-11,Cancelled,Wallet
1847,878,2024-10-31,Cancelled,Wallet
1848,1011,2025-02-09,Cancelled,Credit Card
1849,282,2023-05-02,Delivered,Credit Card
1850,859,2023-04-17,Shipped,Credit Card
1851,861,2025-06-23,Returned,UPI
1852,388,2024-05-14,Returned,UPI
1853,1928,2023-08-14,Cancelled,Debit Card
1854,41,2025-11-15,Returned,Debit Card
1855,317,2024-09-17,Cancelled,UPI
1856,461,2022-01-06,Cancelled,Credit Card
1857,96,2022-12-09,Cancelled,Net Banking
1858,123,2025-09-09,Returned,Wallet
1859,980,2024-11-19,Shipped,Net Banking
1860,1184,2025-05-12,Shipped,Net Banking
1861,1278,2024-10-21,Shipped,Wallet
1862,1714,2025-09-10,Returned,Credit Card
1863,1320,2025-10-16,Cancelled,Net Banking
1864,978,2025-11-12,Delivered,Net Banking
1865,228,2025-09-16,Returned,Debit Card
1866,1009,2024-07-01,Returned,Debit Card
1867,378,2025-08-05,Shipped,Wallet
1868,1462,2025-09-06,Cancelled,Credit Card
1869,1797,2025-05-03,Cancelled,Wallet
1870,503,2024-11-27,Cancelled,Debit Card
1871,1612,2025-04-19,Cancelled,Credit Card
1872,720,2022-04-13,Shipped,Net Banking
1873,624,2025-01-07,Returned,UPI
1874,1580,2025-07-23,Delivered,UPI
1875,590,2025-02-22,Returned,UPI
1876,963,2025-01-11,Shipped,Debit Card
1877,1029,2025-08-26,Returned,Credit Card
1878,3,2024-12-04,Returned,Credit Card
1879,1702,2024-07-24,Cancelled,UPI
1880,913,2025-06-26,Returned,Credit Card
1881,256,2025-05-06,Delivered,Credit Card
1882,324,2024-05-07,Shipped,UPI
1883,373,2025-10-17,Delivered,Net Banking
1884,953,2025-09-16,Returned,Wallet
1885,1043,2023-06-02,Delivered,UPI
1886,442,2025-07-26,Delivered,Wallet
1887,1870,2024-01-16,Shipped,Debit Card
1888,1023,2024-06-07,Cancelled,Debit Card
1889,1441,2025-07-02,Cancelled,UPI
1890,305,2025-10-31,Delivered,Net Banking
1891,1559,2025-07-14,Shipped,UPI
1892,1457,2023-03-22,Cancelled,UPI
1893,1387,2025-03-09,Returned,Wallet
1894,595,2025-08-08,Delivered,Net Banking
1895,134,2025-10-29,Returned,Debit Card
1896,115,2025-07-28,Returned,Wallet
1897,173,2025-06-23,Shipped,Net Banking
1898,1506,2025-10-27,Shipped,Debit Card
